gene	locus_tag	start	end	length_bp
ykoQ	BSU_13370	1400767	1401579	813
ykoS	BSU_13380	1401772	1403466	1695
ykoT	BSU_13390	1403479	1404492	1014
ligD	BSU_13400	1404518	1406353	1836
ligV	BSU_13410	1406357	1407292	936
dgcW	BSU_13420	1407329	1409731	2403
ykoX	BSU_13430	1409912	1410577	666
ykoY	BSU_13440	1410654	1411628	975
sigI	BSU_13450	1411892	1412647	756
rsgI	BSU_13460	1412644	1413789	1146
sspD	BSU_13470	1413800	1413994	195
htpK	BSU_13480	1414125	1414826	702
htpX	BSU_13490	1414997	1415893	897
ktrD	BSU_13500	1416067	1417416	1350
ykzP	BSU_13509	1417561	1417716	156
ykzE	BSU_13510	1417719	1417895	177
ykrP	BSU_13520	1417938	1418960	1023
kinE	BSU_13530	1419213	1421429	2217
ogt	BSU_13540	1421426	1421923	498
mtnA	BSU_13550	1422172	1423233	1062
mtnK	BSU_13560	1423241	1424434	1194
mtnU	BSU_13570	1424767	1425546	780
mtnE	BSU_13580	1425641	1426837	1197
mtnW	BSU_13590	1427061	1428278	1218
mtnX	BSU_13600	1428275	1428982	708
mtnB	BSU_13610	1428940	1429569	630
mtnD	BSU_13620	1429584	1430120	537
ykvA	BSU_13630	1430161	1430481	321
spo0E	BSU_13640	1430684	1430941	258
eag	BSU_13650	1431027	1431458	432
kinD	BSU_13660	1431486	1433006	1521
mhqR	BSU_13670	1433199	1433636	438
motB	BSU_13680	1433676	1434461	786
motA	BSU_13690	1434433	1435245	813
clpE	BSU_13700	1435628	1437727	2100
ykvI	BSU_13710	1438092	1439135	1044
queC	BSU_13720	1439448	1440107	660
queD	BSU_13730	1440100	1440549	450
queE	BSU_13740	1440542	1441273	732
queF	BSU_13750	1441291	1441788	498
ykvN	BSU_13760	1442347	1442703	357
ykvO	BSU_13770	1442872	1443618	747
ykvP	BSU_13780	1444099	1445298	1200
ykzQ	BSU_13789	1445314	1445541	228
ykvR	BSU_13800	1447251	1447541	291
ykvS	BSU_13810	1447662	1447847	186
ykzS	BSU_13819	1448013	1448207	195
ykvT	BSU_13820	1448506	1449132	627
ykvU	BSU_13830	1449250	1450587	1338
stoA	BSU_13840	1450638	1451135	498
pfeT	BSU_13850	1451371	1453284	1914
papB	BSU_13860	1453691	1454782	1092
ykvZ	BSU_13870	1455064	1456029	966
glcT	BSU_13880	1456092	1456958	867
ptsG	BSU_13890	1457187	1459286	2100
ptsH	BSU_13900	1459384	1459650	267
ptsI	BSU_13910	1459650	1461362	1713
splA	BSU_13920	1461453	1461692	240
splB	BSU_13930	1461770	1462798	1029
ykwB	BSU_13940	1462813	1463493	681
mcpC	BSU_13950	1463628	1465595	1968
ohaC	BSU_13960	1465733	1466599	867
ykwD	BSU_13970	1466638	1467411	774
pbpH	BSU_13980	1467748	1469862	2115
kinA	BSU_13990	1470026	1471846	1821
dapX	BSU_14000	1471857	1473038	1182
ykzT	BSU_14009	1473240	1473401	162
cheV	BSU_14010	1473605	1474516	912
kre	BSU_14020	1474560	1475024	465
ykuC	BSU_14030	1475150	1476442	1293
ltdD	BSU_14040	1476518	1477012	495
ppeE	BSU_14050	1477069	1477929	861
fadH	BSU_14060	1478072	1478836	765
ykuG	BSU_14071	1479137	1480867	1731
ykzU	BSU_14072	1480933	1481451	519
ykuH	BSU_14080	1481547	1482095	549
ykuI	BSU_14090	1482248	1483471	1224
ykuJ	BSU_14100	1484117	1484356	240
ykuK	BSU_14110	1484466	1484984	519
abbA	BSU_14120	1485118	1485315	198
ykuL	BSU_14130	1485453	1485896	444
ccpC	BSU_14140	1486045	1486926	882
fldN	BSU_14150	1487038	1487514	477
ykuO	BSU_14160	1487504	1488397	894
fldP	BSU_14170	1488413	1488868	456
dapH	BSU_14180	1488973	1489683	711
dapI	BSU_14190	1489753	1490877	1125
ykuS	BSU_14200	1490939	1491184	246
mscT	BSU_14210	1491221	1492024	804
ahpA	BSU_14220	1492261	1492803	543
ykuV	BSU_14230	1492875	1493321	447
rok	BSU_14240	1493787	1494362	576
sppO	BSU_14250	1494403	1495368	966
mobA	BSU_14260	1495505	1496104	600
moeB	BSU_14270	1496155	1497174	1020
moeA	BSU_14280	1497192	1498484	1293
mobB	BSU_14290	1498445	1498966	522
moaE	BSU_14300	1498966	1499439	474
moaD	BSU_14310	1499432	1499665	234
yknU	BSU_14320	1499889	1501646	1758
yknV	BSU_14330	1501658	1503472	1815
skiW	BSU_14340	1503582	1504277	696
skiX	BSU_14350	1504282	1505415	1134
skiY	BSU_14360	1505416	1506108	693
skiZ	BSU_14370	1506105	1507298	1194
fruR	BSU_14380	1507578	1508333	756
fruK	BSU_14390	1508330	1509241	912
fruA	BSU_14400	1509256	1511163	1908
sipT	BSU_14410	1511308	1511889	582
ykoA	BSU_14420	1511923	1512192	270
ykpA	BSU_14430	1512373	1513995	1623
panE	BSU_14440	1514052	1514963	912
ampS	BSU_14450	1514997	1516229	1233
ykpC	BSU_14460	1516339	1516473	135
mreBH	BSU_14470	1516574	1517581	1008
abhA	BSU_14480	1517865	1518143	279
kinC	BSU_14490	1518333	1519619	1287
ykqA	BSU_14500	1519635	1520468	834
ktrC	BSU_14510	1520531	1521196	666
adeC	BSU_14520	1521351	1523084	1734
rnjA	BSU_14530	1523118	1524785	1668
rnpZA	BSU_14540	1524791	1525000	210
ykrA	BSU_14550	1525386	1526159	774
defB	BSU_14560	1526195	1526749	555
ykzV	BSU_14569	1526859	1527017	159
ykyA	BSU_14570	1527231	1527902	672
pdhA	BSU_14580	1528326	1529441	1116
pdhB	BSU_14590	1529445	1530422	978
pdhC	BSU_14600	1530537	1531865	1329
pdhD	BSU_14610	1531870	1533282	1413
slp	BSU_14620	1533327	1533701	375
rgpA	BSU_14629	1534120	1534239	120
speA	BSU_14630	1534279	1535751	1473
yktA	BSU_14640	1535936	1536202	267
yktB	BSU_14650	1536235	1536873	639
ykzI	BSU_14660	1537113	1537301	189
suhB	BSU_14670	1537441	1538238	798
ykzC	BSU_14680	1538264	1538692	429
yktD	BSU_14690	1538770	1539684	915
nprE	BSU_14700	1540036	1541601	1566
ylaA	BSU_14710	1541886	1543826	1941
ylaB	BSU_14720	1543816	1544085	270
sigP	BSU_14730	1544085	1544606	522
sigQ	BSU_14740	1544603	1544896	294
ylaE	BSU_14750	1544936	1545547	612
ylaF	BSU_14760	1545820	1546008	189
bipA	BSU_14770	1546121	1547959	1839
ylaH	BSU_14780	1548016	1548333	318
ylaI	BSU_14790	1548389	1548598	210
ylaJ	BSU_14800	1548681	1549310	630
ylaK	BSU_14810	1549465	1550793	1329
ylaL	BSU_14820	1550797	1551282	486
glsB	BSU_14830	1551385	1552314	930
ylaN	BSU_14840	1552412	1552693	282
ftsW	BSU_14850	1552899	1554110	1212
pycA	BSU_14860	1554185	1557631	3447
ctaA	BSU_14870	1558034	1558954	921
ctaB	BSU_14880	1559309	1560226	918
ctaC	BSU_14890	1560466	1561536	1071
ctaD	BSU_14900	1561569	1563437	1869
ctaE	BSU_14910	1563437	1564060	624
ctaF	BSU_14920	1564063	1564395	333
ctaG	BSU_14930	1564422	1565315	894
ylbA	BSU_14940	1565347	1565709	363
ylbB	BSU_14950	1565849	1566295	447
ylbC	BSU_14960	1566379	1567419	1041
ylbD	BSU_14970	1567651	1568049	399
ylbE	BSU_14980	1568065	1568304	240
ricF	BSU_14990	1568420	1568869	450
ylbG	BSU_15000	1568924	1569196	273
rsmD	BSU_15010	1569519	1570073	555
coaD	BSU_15020	1570078	1570563	486
spoVV	BSU_15030	1570574	1571800	1227
ylbK	BSU_15040	1571981	1572763	783
ylbL	BSU_15050	1572765	1573790	1026
ylbM	BSU_15060	1573807	1575054	1248
ylzH	BSU_15069	1575051	1575236	186
ylbN	BSU_15070	1575264	1575782	519
rpmF	BSU_15080	1575804	1575983	180
gerR	BSU_15090	1576129	1576710	582
ylbP	BSU_15100	1576767	1577249	483
bshC	BSU_15120	1578376	1579995	1620
mraZ	BSU_15130	1580121	1580552	432
rsmH	BSU_15140	1580622	1581557	936
ftsL	BSU_15150	1581597	1581950	354
pbpB	BSU_15160	1581947	1584097	2151
spoVD	BSU_15170	1584214	1586154	1941
murE	BSU_15180	1586330	1587814	1485
mraY	BSU_15190	1587926	1588900	975
murD	BSU_15200	1588901	1590256	1356
spoVE	BSU_15210	1590317	1591417	1101
murG	BSU_15220	1591540	1592631	1092
murB	BSU_15230	1592663	1593574	912
divIB	BSU_15240	1593704	1594495	792
ylxW	BSU_15250	1594492	1595187	696
ylxX	BSU_15260	1595210	1595917	708
sbp	BSU_15270	1595935	1596300	366
ftsA	BSU_15280	1596474	1597796	1323
ftsZ	BSU_15290	1597832	1598980	1149
bpr	BSU_15300	1599283	1603584	4302
spoIIGA	BSU_15310	1603779	1604708	930
sigE	BSU_15320	1604771	1605490	720
sigG	BSU_15330	1605630	1606412	783
ylmA	BSU_15340	1606560	1607354	795
thiQ	BSU_15350	1607556	1608836	1281
ylmC	BSU_15360	1608919	1609164	246
ylmD	BSU_15370	1609327	1610163	837
ylmE	BSU_15380	1610170	1610862	693
sepF	BSU_15390	1610859	1611314	456
ylmG	BSU_15400	1611321	1611593	273
ylmH	BSU_15410	1611654	1612427	774
divIVA	BSU_15420	1612521	1613015	495
ileS	BSU_15430	1613357	1616122	2766
ylyA	BSU_15440	1616267	1616641	375
lspA	BSU_15450	1616744	1617208	465
rluD	BSU_15460	1617210	1618121	912
pyrR	BSU_15470	1618304	1618849	546
pyrP	BSU_15480	1619023	1620330	1308
pyrB	BSU_15490	1620476	1621390	915
pyrC	BSU_15500	1621374	1622660	1287
pyrAA	BSU_15510	1622657	1623751	1095
pyrAB	BSU_15520	1623736	1626951	3216
pyrK	BSU_15530	1626948	1627718	771
pyrD	BSU_15540	1627718	1628653	936
pyrF	BSU_15550	1628622	1629341	720
pyrE	BSU_15560	1629320	1629970	651
cysH	BSU_15570	1630382	1631083	702
cysP	BSU_15580	1631095	1632159	1065
sat	BSU_15590	1632208	1633356	1149
cysC	BSU_15600	1633369	1633962	594
sumT	BSU_15610	1634061	1634834	774
sirB	BSU_15620	1634837	1635622	786
sirC	BSU_15630	1635603	1636091	489
fbnA	BSU_15640	1636131	1637849	1719
tcaB	BSU_15650	1637965	1640637	2673
yloC	BSU_15660	1640720	1641595	876
remA	BSU_15670	1641672	1641941	270
gmk	BSU_15680	1641949	1642563	615
rpoZ	BSU_15690	1642567	1642770	204
coaBC	BSU_15700	1642851	1644071	1221
priA	BSU_15710	1644068	1646485	2418
defA	BSU_15720	1646512	1646994	483
fmt	BSU_15730	1646999	1647952	954
rsmB	BSU_15740	1647939	1649282	1344
rlmN	BSU_15750	1649286	1650377	1092
prpC	BSU_15760	1650384	1651148	765
prkC	BSU_15770	1651142	1653088	1947
rsgA	BSU_15780	1653103	1653999	897
rpe	BSU_15790	1654004	1654657	654
thiN	BSU_15800	1654730	1655374	645
spoVM	BSU_15810	1655446	1655526	81
rpmB	BSU_15820	1655599	1655787	189
yloU	BSU_15830	1656064	1656426	363
yloV	BSU_15840	1656442	1658103	1662
sdaAB	BSU_15850	1658242	1658904	663
sdaAA	BSU_15860	1658930	1659832	903
recG	BSU_15870	1659810	1661858	2049
fapR	BSU_15880	1661967	1662533	567
plsX	BSU_15890	1662547	1663548	1002
fabD	BSU_15900	1663567	1664520	954
fabG	BSU_15910	1664513	1665253	741
acpA	BSU_15920	1665337	1665570	234
rnc	BSU_15930	1665710	1666459	750
smc	BSU_15940	1666560	1670120	3561
ftsY	BSU_15950	1670140	1671129	990
ylqB	BSU_15960	1671166	1671651	486
ylxM	BSU_15970	1671828	1672160	333
ffh	BSU_15980	1672174	1673514	1341
rpsP	BSU_15990	1673620	1673892	273
ylqC	BSU_16000	1673892	1674137	246
ylqD	BSU_16010	1674259	1674645	387
rimM	BSU_16020	1674650	1675174	525
trmD	BSU_16030	1675171	1675902	732
rplS	BSU_16040	1676042	1676389	348
rbgA	BSU_16050	1676532	1677380	849
rnhB	BSU_16060	1677451	1678218	768
ylqG	BSU_16070	1678250	1679980	1731
ylqH	BSU_16080	1679977	1680258	282
sucC	BSU_16090	1680431	1681588	1158
sucD	BSU_16100	1681617	1682519	903
dprA	BSU_16110	1682580	1683473	894
topA	BSU_16120	1683661	1685736	2076
trmFO	BSU_16130	1685812	1687119	1308
codV	BSU_16140	1687187	1688101	915
clpQ	BSU_16150	1688114	1688659	546
clpY	BSU_16160	1688676	1690079	1404
codY	BSU_16170	1690119	1690898	780
flgB	BSU_16180	1691278	1691667	390
flgC	BSU_16190	1691667	1692119	453
fliE	BSU_16200	1692130	1692450	321
fliF	BSU_16210	1692496	1694106	1611
fliG	BSU_16220	1694119	1695135	1017
fliH	BSU_16230	1695254	1695880	627
fliI	BSU_16240	1695877	1697193	1317
fliJ	BSU_16250	1697196	1697639	444
ylxF	BSU_16260	1697651	1698265	615
fliK	BSU_16270	1698278	1699741	1464
flgD	BSU_16280	1699738	1700160	423
flgE	BSU_16290	1700182	1700976	795
swrD	BSU_16299	1701016	1701231	216
fliL	BSU_16300	1701228	1701650	423
fliM	BSU_16310	1701684	1702682	999
fliY	BSU_16320	1702672	1703808	1137
cheY	BSU_16330	1703834	1704196	363
fliZ	BSU_16340	1704211	1704870	660
fliP	BSU_16350	1704863	1705528	666
fliQ	BSU_16360	1705543	1705812	270
fliR	BSU_16370	1705820	1706599	780
flhB	BSU_16380	1706599	1707681	1083
flhA	BSU_16390	1707714	1709747	2034
flhF	BSU_16400	1709747	1710847	1101
flhG	BSU_16410	1710838	1711734	897
cheB	BSU_16420	1711736	1712809	1074
cheA	BSU_16430	1712815	1714833	2019
cheW	BSU_16440	1714855	1715325	471
cheC	BSU_16450	1715344	1715973	630
cheD	BSU_16460	1715970	1716470	501
sigD	BSU_16470	1716493	1717257	765
swrB	BSU_16480	1717286	1717789	504
rpsB	BSU_16490	1717933	1718673	741
tsf	BSU_16500	1718775	1719656	882
pyrH	BSU_16510	1719802	1720524	723
frr	BSU_16520	1720526	1721083	558
uppS	BSU_16530	1721214	1721996	783
cdsA	BSU_16540	1722000	1722809	810
dxr	BSU_16550	1722871	1724022	1152
rasP	BSU_16560	1724029	1725297	1269
proS	BSU_16570	1725330	1727024	1695
polC	BSU_16580	1727133	1731446	4314
rimP	BSU_16590	1731776	1732246	471
nusA	BSU_16600	1732281	1733396	1116
rulR	BSU_16610	1733410	1733685	276
rulQ	BSU_16620	1733687	1733989	303
infB	BSU_16630	1734009	1736159	2151
rbfA	BSU_16650	1736451	1736804	354
truB	BSU_16660	1736886	1737815	930
ribC	BSU_16670	1737834	1738784	951
rpsO	BSU_16680	1738941	1739210	270
pnpA	BSU_16690	1739383	1741500	2118
ylxY	BSU_16700	1741618	1742577	960
mlpA	BSU_16710	1742617	1743846	1230
ymxH	BSU_16720	1743924	1744181	258
spoVFA	BSU_16730	1744367	1745260	894
spoVFB	BSU_16740	1745263	1745865	603
asd	BSU_16750	1745991	1747031	1041
dapG	BSU_16760	1747123	1748337	1215
dapA	BSU_16770	1748368	1749240	873
rnjB	BSU_16780	1749418	1751085	1668
tepA	BSU_16790	1751201	1751938	738
tepJ	BSU_16799	1751935	1752147	213
spoIIIE	BSU_16800	1752278	1754641	2364
ymfC	BSU_16810	1754785	1755510	726
bcbE	BSU_16825	1755649	1756857	1209
ymfF	BSU_16845	1757037	1758317	1281
ymfH	BSU_16860	1758314	1759600	1287
efpI	BSU_16870	1759655	1760383	729
ymfJ	BSU_16880	1760464	1760721	258
rodZ	BSU_16910	1761707	1762573	867
pgsA	BSU_16920	1762623	1763204	582
cinA	BSU_16930	1763222	1764472	1251
recA	BSU_16940	1764645	1765691	1047
pbpX	BSU_16950	1765859	1767034	1176
rny	BSU_16960	1767310	1768872	1563
pdeB	BSU_16970	1768941	1769735	795
spoVS	BSU_16980	1769935	1770195	261
tdh	BSU_16990	1770461	1771504	1044
kbl	BSU_17000	1771517	1772695	1179
miaB	BSU_17010	1772843	1774372	1530
ricA	BSU_17020	1774374	1774805	432
cotE	BSU_17030	1775067	1775612	546
mutS	BSU_17040	1775745	1778321	2577
mutL	BSU_17050	1778337	1780220	1884
ymzD	BSU_17060	1780618	1781073	456
ymcC	BSU_17070	1781228	1781785	558
pksA	BSU_17080	1781906	1782523	618
pksB	BSU_17090	1782713	1783390	678
pksC	BSU_17100	1783763	1784629	867
pksD	BSU_17110	1785133	1786107	975
pksE	BSU_17120	1786104	1788407	2304
acpK	BSU_17130	1788469	1788717	249
pksF	BSU_17140	1788695	1789942	1248
pksG	BSU_17150	1789943	1791205	1263
pksH	BSU_17160	1791193	1791972	780
pksI	BSU_17170	1792012	1792761	750
pksJ	BSU_17180	1792806	1807937	15132
pksL	BSU_17190	1807921	1821537	13617
pksM	BSU_17200	1821553	1834341	12789
pksN	BSU_17210	1834409	1850875	16467
pksR	BSU_17220	1850890	1858521	7632
pksS	BSU_17230	1858566	1859783	1218
ymzB	BSU_17240	1860014	1860370	357
ymaE	BSU_17250	1860449	1861273	825
aprX	BSU_17260	1861384	1862712	1329
pghC	BSU_17270	1863448	1864155	708
ymaD	BSU_17280	1864225	1864677	453
ebrB	BSU_17290	1864691	1865044	354
ebrA	BSU_17300	1865058	1865375	318
ymaG	BSU_17310	1865512	1865787	276
ymaF	BSU_17320	1865876	1866289	414
miaA	BSU_17330	1866389	1867333	945
hfq	BSU_17340	1867373	1867594	222
ymzC	BSU_17350	1867790	1868062	273
ymzA	BSU_17360	1868144	1868374	231
nrdI	BSU_17370	1868617	1869009	393
nrdE	BSU_17380	1868969	1871071	2103
nrdF	BSU_17390	1871089	1872078	990
ymaB	BSU_17400	1872128	1872748	621
cwlC	BSU_17410	1872812	1873579	768
spoVK	BSU_17420	1874203	1875171	969
hflX	BSU_17430	1875304	1876566	1263
ynbB	BSU_17440	1876584	1877849	1266
glnR	BSU_17450	1877959	1878366	408
glnA	BSU_17460	1878425	1879759	1335
ynxB	BSU_17470	1880087	1880377	291
ynzF	BSU_17480	1880623	1880967	345
ynzG	BSU_17490	1881098	1881349	252
ynaB	BSU_17500	1881536	1881970	435
ynaC	BSU_17510	1882040	1882831	792
ynaD	BSU_17520	1883166	1883678	513
ynaE	BSU_17530	1884238	1884879	642
ynaF	BSU_17540	1884968	1885321	354
ynaG	BSU_17550	1885365	1885640	276
ynzI	BSU_17559	1885753	1885917	165
ynaI	BSU_17560	1886057	1886527	471
xynP	BSU_17570	1887352	1888743	1392
xynB	BSU_17580	1888774	1890375	1602
xylR	BSU_17590	1890512	1891666	1155
xylA	BSU_17600	1891908	1893245	1338
xylB	BSU_17610	1893396	1894895	1500
yncB	BSU_17620	1895378	1896013	636
yncC	BSU_17630	1896424	1897839	1416
alrB	BSU_17640	1897941	1899125	1185
yncE	BSU_17650	1899589	1900050	462
dutA	BSU_17660	1900080	1900514	435
cotU	BSU_17670	1901117	1901377	261
thyA	BSU_17680	1902219	1903058	840
yncM	BSU_17690	1903511	1904233	723
ynzK	BSU_17699	1904393	1904749	357
cotC	BSU_17700	1904995	1905195	201
tatAC	BSU_17710	1905370	1905558	189
yndA	BSU_17720	1905809	1906207	399
flvS	BSU_17730	1906272	1906706	435
ynzB	BSU_17740	1907013	1907201	189
yndD	BSU_17750	1907494	1909056	1563
yndE	BSU_17760	1909086	1910177	1092
yndF	BSU_17770	1910167	1911381	1215
yndG	BSU_17780	1911528	1912334	807
yndH	BSU_17790	1912339	1912956	618
yndJ	BSU_17800	1912953	1914593	1641
yndK	BSU_17810	1914630	1914995	366
pghL	BSU_17820	1915221	1915979	759
yndM	BSU_17830	1916006	1916545	540
fosB	BSU_17840	1916663	1917097	435
yzzP	BSU_17845	1916955	1917302	348
lexA	BSU_17850	1917639	1918256	618
dinK	BSU_17860	1918406	1918723	318
dinL	BSU_17870	1918742	1919395	654
ynzC	BSU_17880	1919459	1919692	234
tktA	BSU_17890	1919861	1921864	2004
pcfA	BSU_17900	1922017	1922463	447
yneF	BSU_17910	1922549	1922767	219
spo0D	BSU_17920	1922841	1923014	174
ccdA	BSU_17930	1923234	1923941	708
yneI	BSU_17940	1924030	1924392	363
yneJ	BSU_17950	1924471	1924962	492
yneK	BSU_17960	1924993	1925421	429
cotM	BSU_17970	1925655	1926047	393
sspP	BSU_17980	1926128	1926274	147
sspO	BSU_17990	1926306	1926452	147
citB	BSU_18000	1926680	1929409	2730
yneN	BSU_18010	1929481	1929993	513
ynzL	BSU_18019	1930074	1930199	126
sspN	BSU_18020	1930264	1930410	147
sspT	BSU_18030	1930447	1930698	252
yneP	BSU_18040	1930834	1931199	366
yneQ	BSU_18050	1931215	1931514	300
yneR	BSU_18060	1931545	1931832	288
plsY	BSU_18070	1931920	1932501	582
yneT	BSU_18080	1932671	1933078	408
parE	BSU_18090	1933477	1935444	1968
parC	BSU_18100	1935448	1937868	2421
alsT	BSU_18120	1938925	1940322	1398
eglS	BSU_18130	1940625	1942124	1500
ynfE	BSU_18140	1942192	1942455	264
xynC	BSU_18150	1942714	1943982	1269
xynD	BSU_18160	1944113	1945654	1542
yngA	BSU_18170	1946249	1946695	447
yngB	BSU_18180	1946702	1947595	894
yngC	BSU_18190	1947668	1948264	597
nrnB	BSU_18200	1948313	1949512	1200
ldeE	BSU_18210	1949682	1951217	1536
ldeF	BSU_18220	1951228	1952010	783
ldeG	BSU_18230	1952031	1952930	900
lgeHB	BSU_18239	1952945	1953166	222
ldeHA	BSU_18240	1953181	1954515	1335
ldeI	BSU_18250	1954525	1956174	1650
ldeJ	BSU_18260	1956218	1957360	1143
ynzE	BSU_18270	1957451	1957756	306
yngK	BSU_18280	1958027	1959559	1533
yngL	BSU_18290	1959695	1960087	393
ppsE	BSU_18300	1960198	1964037	3840
ppsD	BSU_18310	1964045	1974856	10812
ppsC	BSU_18320	1974881	1982548	7668
ppsB	BSU_18330	1982565	1990247	7683
ppsA	BSU_18340	1990272	1997957	7686
dacC	BSU_18350	1998340	1999815	1476
galM	BSU_18360	1999849	2000826	978
yoeA	BSU_18370	2000960	2002351	1392
iseA	BSU_18380	2002637	2003182	546
yoeC	BSU_18390	2003401	2003946	546
yoeD	BSU_18400	2004262	2004492	231
ggt	BSU_18410	2004677	2006440	1764
ftsR	BSU_18420	2006541	2007398	858
yogA	BSU_18430	2007526	2008515	990
gltB	BSU_18440	2008572	2010053	1482
gltA	BSU_18450	2010070	2014632	4563
gltC	BSU_18460	2014779	2015681	903
proJ	BSU_18470	2015733	2016848	1116
proH	BSU_18480	2016845	2017738	894
rtp	BSU_18490	2017886	2018254	369
yoxD	BSU_18500	2018554	2019270	717
yoxC	BSU_18510	2019421	2019726	306
yoxB	BSU_18520	2019797	2020567	771
yoaA	BSU_18530	2020611	2021144	534
yoaB	BSU_18540	2021223	2022467	1245
yoaC	BSU_18550	2022561	2024024	1464
yoaD	BSU_18560	2024042	2025076	1035
yoaE	BSU_18570	2025400	2027442	2043
yoaF	BSU_18580	2027509	2027802	294
yoaG	BSU_18590	2028175	2028579	405
yozQ	BSU_18600	2029020	2029313	294
yoaH	BSU_18610	2029429	2031114	1686
yoaI	BSU_18620	2031439	2032890	1452
exlX	BSU_18630	2032927	2033625	699
yoaK	BSU_18640	2033895	2034572	678
pelB	BSU_18650	2034745	2035782	1038
yoaM	BSU_18660	2036039	2036722	684
yozS	BSU_18669	2037063	2037368	306
oxdD	BSU_18670	2037601	2038779	1179
yoaO	BSU_18680	2038902	2039390	489
yoaP	BSU_18690	2039610	2040365	756
yoaQ	BSU_18700	2040673	2041029	357
yozT	BSU_18709	2040988	2041227	240
yozF	BSU_18710	2041330	2041827	498
yoaR	BSU_18720	2041928	2042839	912
yoaS	BSU_18730	2043186	2043668	483
yozG	BSU_18740	2043678	2043932	255
yoaT	BSU_18750	2044038	2044832	795
yoaU	BSU_18760	2044956	2045828	873
yoaV	BSU_18770	2045929	2046807	879
yoaW	BSU_18780	2046980	2047411	432
yoaZ	BSU_18790	2047675	2048307	633
penP	BSU_18800	2048533	2049453	921
yobA	BSU_18810	2049950	2050312	363
yobB	BSU_18820	2050689	2050952	264
yppS	BSU_18830	2051329	2053929	2601
xynA	BSU_18840	2054599	2055240	642
yozV	BSU_18849	2055868	2056107	240
yobD	BSU_18850	2056278	2056616	339
yozH	BSU_18860	2056650	2057006	357
yozI	BSU_18870	2057214	2057579	366
yobE	BSU_18880	2057801	2058460	660
yobF	BSU_18890	2058715	2059638	924
yozW	BSU_18898	2059691	2059864	174
yozX	BSU_18899	2060009	2060233	225
yozJ	BSU_18900	2060237	2060692	456
yozY	BSU_18908	2060817	2061077	261
rapK	BSU_18910	2062150	2063265	1116
phrK	BSU_18920	2063262	2063384	123
yozL	BSU_18950	2064540	2064833	294
yozM	BSU_18960	2065042	2065377	336
yobI	BSU_18970	2065424	2069029	3606
bsrE	BSU_18978	2069883	2069975	93
yobJ	BSU_18980	2070244	2071086	843
rttM	BSU_18990	2071286	2071744	459
rttL	BSU_19000	2071754	2073556	1803
yobM	BSU_19010	2073658	2074215	558
yobN	BSU_19020	2074343	2075779	1437
yobO	BSU_19030	2076206	2078626	2421
csaA	BSU_19040	2079214	2079546	333
yobQ	BSU_19050	2079611	2080336	726
yobR	BSU_19060	2080351	2081094	744
yobS	BSU_19070	2081172	2081747	576
yobT	BSU_19080	2081753	2082454	702
yobU	BSU_19090	2082531	2083013	483
yobV	BSU_19100	2083067	2084008	942
yobW	BSU_19110	2084214	2084759	546
czrA	BSU_19120	2084786	2085109	324
yocA	BSU_19130	2085303	2085980	678
yozB	BSU_19140	2086070	2086606	537
yocB	BSU_19150	2086743	2087525	783
yocC	BSU_19160	2087696	2088193	498
yocD	BSU_19170	2088257	2089234	978
desE	BSU_19180	2089396	2090454	1059
desK	BSU_19190	2090574	2091686	1113
desR	BSU_19200	2091705	2092304	600
walL	BSU_19210	2092899	2093762	864
recQ	BSU_19220	2094010	2095785	1776
azoJ	BSU_19230	2096350	2096976	627
yocK	BSU_19240	2097126	2097617	492
yocL	BSU_19250	2097692	2098024	333
yoyB	BSU_19259	2098102	2098329	228
yocM	BSU_19260	2098316	2098792	477
yozN	BSU_19270	2098859	2099122	264
yocN	BSU_19280	2099127	2099360	234
yozO	BSU_19290	2099446	2099790	345
yozC	BSU_19300	2100147	2100350	204
dhaS	BSU_19310	2100580	2102067	1488
sqhC	BSU_19320	2102168	2104066	1899
sodF	BSU_19330	2104056	2104901	846
yocR	BSU_19340	2104934	2106271	1338
yocS	BSU_19350	2106490	2107455	966
odhB	BSU_19360	2107505	2108758	1254
odhA	BSU_19370	2108774	2111608	2835
yojO	BSU_19380	2111837	2113753	1917
yojN	BSU_19390	2113764	2114678	915
sodC	BSU_19400	2114742	2115332	591
cwlS	BSU_19410	2115425	2116669	1245
yojK	BSU_19420	2117051	2118268	1218
cdaS	BSU_19430	2118504	2119127	624
mdtK	BSU_19440	2119393	2120751	1359
rsbRC	BSU_19450	2120767	2121615	849
bshBB	BSU_19460	2121641	2122306	666
yojF	BSU_19470	2122325	2122675	351
yoyC	BSU_19479	2122672	2122950	279
yojE	BSU_19480	2123026	2123922	897
gerT	BSU_19490	2124021	2124494	474
yojB	BSU_19510	2124529	2124765	237
yojA	BSU_19520	2124850	2126184	1335
yodA	BSU_19530	2126549	2126938	390
arxR	BSU_19540	2127345	2127683	339
noxC	BSU_19550	2127813	2128421	609
yodD	BSU_19560	2128464	2129066	603
yodE	BSU_19570	2129082	2129993	912
yoyD	BSU_19579	2130177	2130377	201
yodF	BSU_19580	2130377	2131867	1491
ctpA	BSU_19590	2131902	2133302	1401
yodH	BSU_19600	2133455	2134156	702
yodI	BSU_19610	2134244	2134495	252
ldcB	BSU_19620	2134566	2135387	822
deoD	BSU_19630	2135470	2136171	702
yoyE	BSU_19639	2136373	2136498	126
